battery_id,cycle_number,capacity_Ah,SOH,RUL,avg_voltage,avg_current,avg_temperature,charge_time,discharge_time
B0006,1,2.0467027976309904,102.33513988154952,111,3.556946061827572,1.9905377543149845,32.142777859921516,7597.875,3690.234
B0006,2,2.036565727155805,101.82828635779025,110,3.56147580138708,1.990277542145709,32.29307515705474,10516.0,3672.344
B0006,3,2.0247293324555025,101.23646662277513,109,3.5667524696413215,1.9899467848963859,32.24414709253608,10484.547,3651.641
B0006,4,2.0132866329706425,100.66433164853213,108,3.5687953371516272,1.9896029706719567,32.14711742429942,10397.89,3631.563
B0006,5,2.01193411208748,100.596705604374,107,3.563970503289941,1.9895483606575701,32.06687277315468,10495.203,3629.172
B0006,6,2.0252745663966842,101.26372831983421,106,3.5735512387791406,1.9901040351037365,32.03447836207717,10792.672,3652.281
B0006,7,2.0244845012390646,101.22422506195323,105,3.5711391343785897,1.9900886222380372,32.11157496697372,10789.985,3650.828
B0006,8,1.9801685861266676,99.00842930633338,104,3.5681507462163036,1.9891170520197212,32.112576242471775,10127.562,3572.453
B0006,9,1.9681661764334246,98.40830882167123,103,3.5692834155812436,1.9892116643905464,32.03566207329278,10147.952999999994,3550.594
B0006,10,1.9685225510059057,98.42612755029528,102,3.563388513484579,1.9891927045376199,31.99527968872302,10162.094,3551.25
B0006,11,1.9568576537310198,97.842882686551,101,3.566658719765511,1.9891317699701738,31.874127571841353,10119.375,3530.25
B0006,12,1.9347505044841131,96.73752522420565,100,3.5687035970122842,1.9887805507702212,32.120959708576166,9586.875,3491.016
B0006,13,1.9232799539368028,96.16399769684014,99,3.569207084156356,1.9887320866401275,32.11021168908644,9952.359,3470.281
B0006,14,1.9231418479471192,96.15709239735595,98,3.5659271296109383,1.9887200290368634,31.989061278918154,10758.031000000003,3470.0
B0006,15,1.9123037750088228,95.61518875044113,97,3.5612417270649486,1.9887874042287874,31.878814448635442,9921.75,3450.297
B0006,16,1.9004733636832007,95.02366818416004,96,3.557881987836072,1.9885910895930397,31.767450711024402,10000.25,3429.407
