battery_id,cycle_number,capacity_Ah,SOH,RUL,avg_voltage,avg_current,avg_temperature,charge_time,discharge_time
B0005,1,1.8622028761760747,93.11014380880374,124,3.5298286688693397,1.818711710270297,32.572328114029,7597.875,3690.234
B0005,2,1.852077780517496,92.60388902587479,123,3.5373201277859714,1.8176438989718113,32.72523522519307,10516.0,3672.344
B0005,3,1.8410487396827961,92.0524369841398,122,3.5437367282719,1.8165423469233573,32.64286193755933,10484.547,3651.641
B0005,4,1.8409120078311922,92.04560039155962,121,3.5436661072601456,1.8256179748849433,32.51487646204882,10397.89,3631.563
B0005,5,1.8403599290669193,92.01799645334596,120,3.5423432526672167,1.8261478651693803,32.38234901543077,10495.203,3629.172
B0005,6,1.8413272042220796,92.06636021110398,119,3.5413347346347575,1.8168998532879652,32.43418218230641,10792.672,3652.281
B0005,7,1.840831297831913,92.04156489159566,118,3.5410250495075215,1.8168378953364732,32.480416444757985,10789.985,3650.828
B0005,8,1.8314394902034128,91.57197451017063,117,3.554133296801584,1.8444082717328028,32.41046186109587,10127.562,3572.453
B0005,9,1.83047598595165,91.5237992975825,116,3.5529355991467955,1.854064004450843,32.3461408313,10147.952999999994,3550.594
B0005,10,1.8302731671688202,91.513658358441,115,3.5512057319376997,1.853658588102974,32.27679750791685,10162.094,3551.25
B0005,11,1.8302456206859818,91.5122810342991,114,3.549292319740949,1.863423718930417,32.15709350345252,10119.375,3530.25
B0005,12,1.8198463697258194,90.99231848629097,113,3.559759220648976,1.8730031464912946,32.36407129853099,9586.875,3491.016
B0005,13,1.8193431380498903,90.96715690249452,112,3.558081969139198,1.8826602424674959,32.3181954403762,9952.359,3470.281
B0005,14,1.8190526034992685,90.95263017496342,111,3.555692244172496,1.8825977111170087,32.15709029211502,10758.031000000003,3470.0
B0005,15,1.8082051440976814,90.41025720488408,110,3.562746818017503,1.8818235264274379,32.04407000314609,9921.75,3450.297
B0005,16,1.8077136446767843,90.38568223383922,109,3.5614521756489204,1.892259778387913,31.931593674911532,10000.25,3429.407
B0005,17,1.8082219386934335,90.41109693467168,108,3.5603420474985823,1.9027782137498737,31.941655359029298,9936.031,3409.484
B0005,18,1.808641165126713,90.43205825633565,107,3.5591189041401865,1.9133470605822436,31.965008645476725,9989.532,3390.422
B0005,19,1.8083830170483512,90.41915085241756,106,3.557886771846508,1.9132081421080984,31.966241678512723,10158.782,3390.281
B0005,20,1.8526809517157847,92.63404758578923,105,3.5520375235511907,1.8554552597994574,32.37143341978575,10289.312,3591.734
B0005,21,1.853025370356926,92.65126851784629,104,3.5525668436897124,1.8747434663359825,32.70024990461686,10283.077999999994,3552.297
B0005,22,1.8418324666438906,92.09162333219453,103,3.556794038327039,1.8738792670691689,32.32266411829938,10281.39,3531.578
B0005,23,1.831469528491523,91.57347642457616,102,3.5614100044534203,1.883276367037806,31.98795810666763,10081.797,3492.907
B0005,24,1.8307608540862945,91.53804270431472,101,3.5566107947817986,1.8733320556361162,31.894456524691385,10797.328,3511.594
B0005,25,1.8311718976915745,91.55859488457872,100,3.5586742170266272,1.9139789784762269,31.78039681801023,10099.218,3431.9370000000054
B0005,26,1.8196343413671214,90.98171706835608,99,3.564103182686905,1.9031048926498,31.688747146342205,10078.719,3431.125
B0005,27,1.8204078847966052,91.02039423983027,98,3.559588063594272,1.913471143750189,31.596747992569153,10617.375,3412.406
B0005,28,1.819557980042869,90.97789900214345,97,3.556833231052199,1.913620909902553,31.565586498787077,10564.157,3410.688
B0005,29,1.8083586231260707,90.41793115630354,96,3.5624410850948944,1.9026476995844432,31.59124667045208,10143.984,3410.718
B0005,30,1.8096737051083276,90.48368525541638,95,3.5591407106855666,1.9130823665540544,31.603485399391182,10790.452999999994,3392.719
B0005,31,1.8545398087791685,92.72699043895842,94,3.5573161327793144,1.9206226860865134,31.91556385491565,1674.484,3470.672
B0005,32,1.833412741804115,91.67063709020576,93,3.561870782772737,1.9298947547733054,32.081128118597164,10113.656,3414.109
B0005,33,1.822631621806981,91.13158109034904,92,3.5617586337260088,1.929319271264108,31.849792632896243,10137.89,3395.219
B0005,34,1.8120148684612114,90.60074342306056,91,3.5597307651083123,1.923358415235126,31.465690433362017,10651.657,3386.0
B0005,35,1.8073455778605048,90.36727889302524,90,3.5575937553540915,1.9285088406920838,31.40934895665031,10032.485,3368.187
B0005,36,1.8021042210122726,90.10521105061363,89,3.5597237883937995,1.9231516515854177,31.902247475518077,10574.297,3368.266
B0005,37,1.7911817401222407,89.55908700611204,88,3.559061771422033,1.9170640150939449,31.649024294808623,10461.735,3358.719
B0005,38,1.785652785727741,89.28263928638705,87,3.557015527748059,1.922067492364195,31.48874626238971,9993.062000000005,3339.5
B0005,39,1.7757680509403477,88.78840254701738,86,3.5562481933590964,1.9162697587781747,31.329995610092634,10602.281,3331.265
B0005,40,1.7758330823316952,88.79165411658477,85,3.5532756526091784,1.922122706502154,31.569551201845574,10667.969,3321.188
B0005,41,1.7706263567624057,88.53131783812029,84,3.556266431640255,1.9162735319343263,32.111426258867944,10504.781,3321.844
B0005,42,1.7650847974128527,88.25423987064264,83,3.5563095420140822,1.9159257340976645,32.271676011112376,10246.781,3311.828
B0005,43,1.7732304675886927,88.66152337943464,82,3.558950851054106,1.9114464682592052,31.842291659678658,10166.218999999997,3327.391
B0005,44,1.7654093987717652,88.27046993858826,81,3.5534418211598053,1.915844717074932,31.759815453754253,10804.922,3312.078
B0005,45,1.7545026581626977,87.72513290813488,80,3.5510121537420285,1.9151339148316244,31.41911167391793,10758.985,3293.172
B0005,46,1.7446238642540073,87.23119321270036,79,3.551317608213948,1.9148572716406749,31.331626572312267,10317.515,3275.328
B0005,47,1.738861928453165,86.94309642265824,78,3.549003180550162,1.9144233171408105,31.35934131425137,10805.734,3265.016
B0005,48,1.7963381260257314,89.81690630128656,77,3.5597648340955175,1.9389033648133622,34.31088483888259,9946.391,3328.937
B0005,49,1.7858902481387526,89.29451240693763,76,3.5623454342368555,1.9275345758657751,33.43585640373788,10063.547,3329.266
B0005,50,1.7700748256296013,88.50374128148006,75,3.558336657621618,1.9267295232904682,32.66698125020078,10376.172,3301.579
B0005,51,1.7598023013937372,87.99011506968685,74,3.554013138622869,1.926172441865584,32.28423408691397,9756.858999999997,3283.563
B0005,52,1.7496586843283426,87.48293421641714,73,3.552376095886298,1.9202943078313002,32.00739178780946,10610.906,3275.125
B0005,53,1.7444839933626877,87.22419966813439,72,3.549618661283733,1.9201149196706926,32.06387071886056,9978.078,3265.656
B0005,54,1.7392066611099657,86.96033305549828,71,3.54938103086703,1.9144411095695255,32.43754560319043,10246.984,3266.093
B0005,55,1.729119687729052,86.4559843864526,70,3.5472118680418956,1.908381358995133,32.16809876635083,10437.047,3257.594
B0005,56,1.7185794654135103,85.92897327067551,69,3.5467052098640246,1.9022223526493423,32.05752645824972,10805.827999999994,3248.593
B0005,57,1.713321902647502,85.66609513237509,68,3.544629653883431,1.902069533708128,31.975920928072714,10805.375,3238.766
